Rank,Performance,"Surname, first name",Club,Nat.,YOB,M/F,Rank M/F,Cat,Cat. Rank,Avg.Speed km/h,Age graded performance,Runner ID,Event,Date,Distance,Finishers,winner_time,"Original name
Surname, first name",hours
20,15:44:58 h,,,GBR,1968,M,20,M50,3,5.372,14:03:06 h,1202774,2nd Ultra-Trail Snowdonia UTS50 (GBR),11.-12.05.2019,84.6km  trail race,"128 (114 M, 14 F)",11:12:00 h,"MacLennan, Cal",
128,22:03:25 h,"MacLennan, Cal",Abingdon AC,GBR,1968,M,104,M45,32,5.635,19:51:05 h,1202774,Hardwolds 80 (GBR),24.-25.11.2018,124.3km  trail race,"175 (141 M, 34 F)",12:23:13 h,,
8,7:12:39 h,"MacLennan, Cal",,GBR,1968,M,6,M45,3,10.713,6:29:24 h,1202774,11th GB Ultra Thames Trot (GBR),27.10.2018,48mi  trail race,"83 (67 M, 16 F)",6:18:45 h,,
8,36:54:51 h,"Witte, Sarah",,GBR,1978,F,2,W40,2,4.708,35:48:51 h,825846,9th Spine Challenger (GBR),11.-13.01.2020,108mi  trail race,"52 (41 M, 11 F)",29:00:32 h,,
18,2d 10:10:41 h,"Witte, Sarah",,GBR,1978,F,2,W35,1,6.875,2d 09:06:07 h,825846,Cape Wrath Ultra (GBR),20.-27.05.2018,400km/8stages  stage race,"110 (89 M, 21 F)",45:49:42 h,,
37,6:03:53 h,"Witte, Sarah",,GBR,1978,F,5,W35,2,8.492,6:00:20 h,825846,2nd Vale of Glamorgan Coastal ultra 32 Miles (GBR),02.04.2016,32mi  trail race,"182 (140 M, 42 F)",4:13:48 h,,
3,10:55:26 h,"Evans, Hayley",Buckley Runners,GBR,1979,F,1,W35,1,7.726,10:43:19 h,1276687,Beacons 50 Reroute (GBR),10.-11.08.2019,84.4km  trail race,"45 (30 M, 15 F)",10:55:21 h,,
13,6:24:45 h,"Evans, Hayley",,GBR,1979,F,1,W35,1,8.031,6:17:38 h,1276687,2nd Lakeland Five Passes Ultra (GBR),15.06.2019,32mi  trail race,"211 (150 M, 61 F)",5:23:10 h,,
19,8:52:20 h,"Evans, Hayley",,GBR,1979,F,2,W35,2,7.618,8:42:30 h,1276687,6th Lakes Mountain 42 (GBR),30.03.2019,42mi  trail race,"150 (118 M, 32 F)",7:05:08 h,,
123,10:09:59 h,"Evans, Hayley",Buckley Runners,GBR,1979,F,22,W35,2,5.857,10:01:34 h,1276687,Old County Tops Fell Race (GBR),19.05.2018,37mi  trail race,"208 (173 M, 35 F)",6:21:00 h,,
360,26:40:38 h,,Highgate Harriers,GBR,1976,M,319,M45,57,4.723,24:13:04 h,109294,Transgrancanaria 126 km (ESP),23.02.2024,126km  trail race,"498 (440 M, 58 F)",13:22:32 h,"Tomlinson, Samuel",
2,12:34:28 h,"Tomlinson, Samuel",,GBR,1976,M,2,M45,1,10.879,11:30:48 h,109294,XNRG Druid's Challenge (GBR),10.-12.11.2023,85mi/3stages  stage race,"91 (51 M, 40 F)",11:16:07 h,,
48,21:24:12 h,"Tomlinson, Samuel",*London,GBR,1976,M,43,M45,15,7.519,19:35:49 h,109294,12th Autumn 100 Mile Race (GBR),14.-15.10.2023,100mi  trail race,"182 (148 M, 34 F)",13:58:47 h,,
42,23:50:59 h,,Serpentines,GBR,1976,M,39,M45,4,6.950,22:01:23 h,109294,12th North Downs Way 100 Mile Race (GBR),06.-07.08.2022,103mi  trail race,"151 (123 M, 28 F)",16:52:59 h,"Tomlinson, Samuel",
6,10:12:35 h,"Tomlinson, Samuel",,GBR,1976,M,6,M45,2,10.403,9:30:23 h,109294,Pilgrim Challenge North Downs Way Multistage Ultra (GBR),05.-06.02.2022,66mi/2stages  stage race,"157 (113 M, 44 F)",9:22:50 h,,
5,12:40:35 h,"Tomlinson, Samuel",,GBR,1976,M,5,M45,1,10.664,11:48:11 h,109294,The Druid's Challenge (GBR),12.-14.11.2021,84mi/3stages  stage race,"75 (50 M, 25 F)",10:27:15 h,,
4,4:20:33 h,"Tomlinson, Samuel",,GBR,1976,M,4,M45,1,11.489,4:02:36 h,109294,Humanity Direct Chiltern Challenge (GBR),10.07.2021,31mi  trail race,"182 (115 M, 67 F)",3:57:20 h,,
4,10:02:54 h,"Tomlinson, Samuel",,GBR,1976,M,4,M45,2,10.571,9:21:22 h,109294,Pilgrim Challenge North Downs Way Multistage Ultra (GBR),12.-13.06.2021,66mi/2stages  stage race,"63 (39 M, 24 F)",8:58:29 h,,
11,4:58:25 h,"Tomlinson, Samuel",,GBR,1976,M,8,M45,2,10.031,4:37:52 h,109294,The Devil's Lite (GBR),29.05.2021,31mi  trail race,"192 (116 M, 76 F)",4:28:53 h,,
53,22:01:35 h,,Serpentines,GBR,1976,M,49,M40,15,7.306,20:40:51 h,109294,9th Thames Path 100 (GBR),05.-06.09.2020,100mi  trail race,"183 (158 M, 25 F)",14:13:40 h,"Tomlinson, Samuel",
4,10:08:57 h,"Tomlinson, Samuel",*Staines,GBR,1976,M,3,M40,2,10.466,9:36:30 h,109294,Pilgrim Challenge North Downs Way Multistage Ultra (GBR),01.-02.02.2020,66mi/2stages  stage race,"190 (121 M, 69 F)",9:36:07 h,,
123,34:41:42 h,,,GBR,1976,M,104,M40,35,7.090,32:50:45 h,109294,37. Spartathlon (GRE),27.-28.09.2019,246km  road race,"197 (158 M, 39 F)",23:28:37 h,"Tomlinson, Samuel",
4,9:54:35 h,,*Southfleet,GBR,1976,M,4,M40,1,10.718,9:27:32 h,109294,Pilgrim Challenge North Downs Way Multistage Ultra (GBR),02.-03.02.2019,66mi/2stages  stage race,"159 (113 M, 46 F)",8:50:59 h,"Tomlinson, Samuel",
33,9:14:56 h,,,GBR,1976,M,30,M40,6,8.700,8:49:42 h,109294,8th North Downs Way 50 Mile Race (GBR),19.05.2018,50mi  trail race,"234 (175 M, 59 F)",6:46:03 h,"Tomlinson, Samuel",
4,9:39:02 h,"Tomlinson, Samuel",*London,GBR,1976,M,4,M40,1,11.006,9:17:13 h,109294,Pilgrim Challenge North Downs Way Multistage Ultra (GBR),03.-04.02.2018,66mi/2stages  stage race,"181 (138 M, 43 F)",9:09:18 h,,
7,11:52:11 h,"Tomlinson, Samuel",*London,GBR,1976,M,7,M40,3,11.389,11:25:21 h,109294,9th Druid Challenge Ridgeway Multistage Ultra (GBR),10.-12.11.2017,84mi/3stages  stage race,"126 (90 M, 36 F)",11:02:58 h,,
1495,44:53:37 h,,*London,GBR,1976,M,1374,M40,351,3.735,43:12:05 h,109294,15ème Ultra Trail Tour du Mont Blanc (UTMB) (FRA),01.-03.09.2017,167.7km  trail race,"1687 (1540 M, 147 F)",19:01:54 h,"Tomlinson, Samuel",
34,20:51:02 h,,,GBR,1976,M,28,M40,7,7.718,20:03:53 h,109294,6th South Downs Way 100 Mile Race (GBR),10.-11.06.2017,100mi  trail race,"220 (178 M, 42 F)",15:42:49 h,"Tomlinson, Samuel",
18,8:30:21 h,,,GBR,1976,M,17,M40,3,9.460,8:11:07 h,109294,7th North Downs Way 50 Mile Race (GBR),13.05.2017,50mi  trail race,"221 (170 M, 51 F)",6:37:27 h,"Tomlinson, Samuel",
8,9:59:19 h,"Tomlinson, Samuel",*London,GBR,1976,M,7,M40,3,10.634,9:41:06 h,109294,Pilgrim Challenge North Downs Way Multistage Ultra (GBR),04.-05.02.2017,66mi/2stages  stage race,"149 (115 M, 34 F)",8:43:00 h,,
2,12:34:15 h,"Tomlinson, Samuel",*London,GBR,1976,M,2,M40,1,10.754,12:11:20 h,109294,8th Druid Challenge Ridgeway Multistage Ultra (GBR),11.-13.11.2016,84mi/3stages  stage race,"105 (73 M, 32 F)",12:16:31 h,,
16,8:24:29 h,,,GBR,1976,M,15,M40,5,9.570,8:09:09 h,109294,1st Chiltern Wonderland 50 Mile Race (GBR),17.09.2016,50mi  trail race,"159 (122 M, 37 F)",6:25:56 h,"Tomlinson, Samuel",
781,23:34:48 h,,Serpentines,GBR,1976,M,671,M40,159,4.283,22:51:48 h,109294,11ème Courmayeur-Champex-Chamonix (CCC) (ITA),26.-27.08.2016,101km  trail race,"1386 (1171 M, 215 F)",12:10:04 h,"Tomlinson, Samuel",
63,22:01:22 h,,,GBR,1976,M,55,M40,16,7.308,21:21:12 h,109294,5th South Downs Way 100 Mile Race (GBR),11.-12.06.2016,100mi  trail race,"203 (169 M, 34 F)",15:30:44 h,"Tomlinson, Samuel",
19,8:29:09 h,"Tomlinson, Samuel",,GBR,1976,M,16,M40,2,9.483,8:13:41 h,109294,6th North Downs Way 50 Mile Race (GBR),14.05.2016,50mi  trail race,"199 (156 M, 43 F)",6:57:33 h,,
7,10:27:04 h,"Tomlinson, Samuel",,GBR,1976,M,6,M35,3,10.163,10:12:09 h,109294,Pilgrim Challenge North Downs Way Multistage Ultra (GBR),06.-07.02.2016,66mi/2stages  stage race,"145 (95 M, 50 F)",9:04:00 h,,
6,12:53:10 h,"Tomlinson, Samuel",,GBR,1976,M,5,M35,1,10.491,12:34:46 h,109294,7th Druid Challenge Ridgeway Multistage Ultra (GBR),06.-08.11.2015,84mi/3stages  stage race,"121 (81 M, 40 F)",10:45:33 h,,
14,10:57:11 h,"Tomlinson, Samuel",*London,GBR,1976,M,10,M35,4,9.697,10:45:22 h,109294,Pilgrim Challenge North Downs Way Multistage Ultra (GBR),31.01.-01.02.2015,66mi/2stages  stage race,"161 (107 M, 54 F)",7:50:23 h,,
3,12:00:37 h,"Tomlinson, Samuel",,GBR,1976,M,3,M35,2,11.256,11:47:39 h,109294,6th Druid Challenge Ridgeway Multistage Ultra (GBR),07.-09.11.2014,84mi/3stages  stage race,"127 (84 M, 43 F)",10:32:49 h,,
30,14:25:43 h,"Tomlinson, Samuel",Serpentines,GBR,1976,M,26,M35,5,5.577,14:10:09 h,109294,1st Apocalypse 50 Mile (GBR),17.-18.05.2014,50mi  trail race,"45 (37 M, 8 F)",9:11:00 h,,
1,10:41:46 h,"Tomlinson, Samuel",,GBR,1976,M,1,M35,1,8.576,10:30:13 h,109294,The Cotswold Way Challenge Multistage Ultra (GBR),05.-06.04.2014,57mi/2stages  stage race,"33 (16 M, 17 F)",10:41:46 h,,
19,12:02:28 h,"Tomlinson, Samuel",,GBR,1976,M,16,M35,5,8.821,11:53:05 h,109294,Pilgrim Challenge North Downs Way Multistage Ultra (GBR),01.-02.02.2014,66mi/2stages  stage race,"131 (89 M, 42 F)",8:08:34 h,,
18,11:53:17 h,"Tomlinson, Samuel",,GBR,1976,M,16,M35,5,8.412,11:46:57 h,109294,Norfolk Ultra 62 Miles (GBR),13.10.2012,100km  trail race,"71 (64 M, 7 F)",9:13:11 h,,
71,12:43:00 h,,,GBR,1976,M,63,M35,12,7.077,12:36:13 h,109294,5th London to Brighton Trail Race (GBR),30.09.2012,90km  trail race,"88 (80 M, 8 F)",9:30:00 h,"Tomlinson, Samuel",
161,35:36:34 h,,,GBR,1976,M,147,M35,39,7.040,35:17:34 h,109294,27. Marathon des Sables (MAR),08.-14.04.2012,250.7km/6stages  stage race,"795 (688 M, 107 F)",19:59:21 h,"Tomlinson, Samuel",
16,7:55:59 h,"Tomlinson, Samuel",Serpentines,GBR,1976,M,15,M35,4,9.129,7:53:22 h,109294,Ultra Race 45 - Northampton to Tring (GBR),21.01.2012,45mi  trail race,"61 (48 M, 13 F)",5:55:57 h,,
23,8:45:00 h,"Tomlinson, Samuel",,GBR,1976,M,18,M23,6,8.277,8:44:23 h,109294,Ultra Race 45 - Northampton to Tring (GBR),23.01.2010,45mi  trail race,"58 (42 M, 16 F)",6:27:31 h,,
49,11:08:45 h,"Robinson, Peter Iain",,GBR,1977,M,36,M40,6,7.566,10:27:54 h,955774,Race to the Tower (GBR),25.-26.06.2022,52.4mi  trail race,"500 (314 M, 186 F)",8:41:47 h,,
397,36:45:04 h,,*Ascot,GBR,1977,M,362,M40,83,4.653,35:21:57 h,955774,17ème Ultra Trail Tour du Mont Blanc (UTMB) (FRA),30.08.-01.09.2019,171km  trail race,"1556 (1412 M, 144 F)",20:19:07 h,"Robinson, Peter Iain",
21,16:20:23 h,,,GBR,1977,M,20,M40,6,4.468,15:50:35 h,955774,10 Peaks The Lakes – Long Trail (GBR),23.-24.06.2018,73km  trail race,"62 (58 M, 4 F)",11:46:00 h,"Robinson, Peter Iain",
13,10:19:44 h,,,GBR,1977,M,12,M35,6,9.682,10:05:00 h,955774,Thames Path Challenge (GBR),09.-10.09.2017,100km  trail race,"810 (434 M, 376 F)",8:51:59 h,"Robinson, Peter Iain",
31,16:07:36 h,,*Sunningdale,GBR,1977,M,28,M35,4,6.821,15:44:35 h,955774,4th Ultimate Trails Challenge 110 km (GBR),01.-02.07.2017,110km  trail race,"203 (171 M, 32 F)",11:30:58 h,"Robinson, Peter Iain",
27,26:33:17 h,,,GBR,1977,M,24,M35,6,9.415,25:55:22 h,955774,32. Marathon des Sables Maroc (MAR),09.-15.04.2017,250km/6stages  stage race,"1094 (875 M, 219 F)",19:15:23 h,"Robinson, Peter Iain",
2,4:17:56 h,"Bedlow, Richard",Tring RC,GBR,1980,M,2,M40,1,11.605,4:04:12 h,1034876,1st Hundred Hills 50km (GBR),18.03.2023,31mi  trail race,"312 (215 M, 97 F)",4:05:26 h,,
39,23:19:03 h,,,GBR,1980,M,35,M40,7,4.289,22:26:19 h,1034876,4th Ultra-Trail Snowdonia UTS100 (GBR),11.-12.09.2021,100km  trail race,"103 (93 M, 10 F)",14:25:47 h,"Bedlow, Richard",
185,10:32:52 h,"Bedlow, Richard",Tring RC,GBR,1980,M,158,M35,21,5.645,10:17:49 h,1034876,Old County Tops Fell Race (GBR),18.05.2019,37mi  trail race,"246 (201 M, 45 F)",6:58:08 h,,
43,10:13:07 h,,,GBR,1980,M,39,M35,12,7.875,10:05:09 h,1034876,2nd Wendover Woods 50 (GBR),25.11.2017,50mi  trail race,"185 (145 M, 40 F)",7:33:59 h,"Bedlow, Richard",
60,5:45:38 h,"Faulkner, Declan",Knockmany Runners,GBR,1971,M,53,M45,8,7.864,5:13:46 h,281605,1st Ecotrail Wicklow (IRL),28.09.2019,45.3km  trail race,"181 (153 M, 28 F)",4:03:39 h,,
27,10:15:27 h,"Faulkner, Declan",*Dungannon,GBR,1971,M,23,M45,3,4.874,9:23:31 h,281605,5th Quest for the Crest 50k (USA),18.05.2019,50km  trail race,"165 (126 M, 39 F)",6:43:56 h,,
74,5:36:21 h,"Faulkner, Declan",Knockmany Runners,GBR,1971,M,66,M45,9,9.098,5:07:58 h,281605,Maurice Mullins Ultra (IRL),23.03.2019,51km  trail race,"236 (205 M, 31 F)",3:52:00 h,,
28,9:22:58 h,"Faulkner, Declan",,GBR,1971,M,25,M45,8,5.329,8:39:51 h,281605,Amalfi Positano Ultratrail (ITA),27.05.2018,50km  trail race,"59 (50 M, 9 F)",6:16:03 h,,
1033,42:08:55 h,,Knockmany Runners,GBR,1971,M,951,M45,160,3.979,39:14:41 h,281605,15ème Ultra Trail Tour du Mont Blanc (UTMB) (FRA),01.-03.09.2017,167.7km  trail race,"1687 (1540 M, 147 F)",19:01:54 h,"Faulkner, Declan",
14,28:47:58 h,"Faulkner, Declan",,GBR,1971,M,10,M45,3,5.588,26:48:55 h,281605,1st Wicklow Way 100 Miles (IRL),02.-03.12.2016,100mi  trail race,"24 (17 M, 7 F)",21:10:17 h,,
315,21:45:03 h,,Knockmany Runners,GBR,1971,M,285,M40,68,5.471,20:35:30 h,281605,9^ Lavaredo Ultra Trail (ITA),26.-27.06.2015,119km  trail race,"750 (664 M, 86 F)",12:34:29 h,"Faulkner, Declan",
28,5:16:39 h,"Faulkner, Declan",Knockmany R...,GBR,1971,M,27,M40,5,9.664,4:59:47 h,281605,Wicklow Way 51 km Ultra (IRL),21.03.2015,51km  trail race,"118 (105 M, 13 F)",3:56:47 h,,
158,25:58:24 h,,*Dungannon,GBR,1971,M,136,M40,29,6.196,24:47:30 h,281605,41st Western States 100 Mile Endurance Run (USA),28.-29.06.2014,100mi  trail race,"296 (241 M, 55 F)",14:53:22 h,"Faulkner, Declan",
26,10:28:55 h,"Faulkner, Declan",,GBR,1971,M,25,M40,4,8.109,10:00:19 h,281605,5th Mourne Way Ultra Marathon (GBR),07.06.2014,85km  trail race,"67 (61 M, 6 F)",8:11:56 h,,
50,5:59:25 h,"Faulkner, Declan",Knockmany R...,GBR,1971,M,45,M40,5,8.514,5:43:04 h,281605,Wicklow Way 51 km Ultra (IRL),22.03.2014,51km  trail race,"123 (105 M, 18 F)",4:12:00 h,,
46,32:01:46 h,,Omagh Harriers,GBR,1971,M,41,M40,13,5.025,30:49:19 h,281605,Lakeland 100 Mile (GBR),26.-28.07.2013,100mi  trail race,"124 (113 M, 11 F)",22:17:50 h,"Faulkner, Declan",
8,12:34:10 h,"Faulkner, Declan",,GBR,1971,M,7,M40,2,7.956,12:05:45 h,281605,2nd Causeway Crossing 100 km (GBR),04.05.2013,100km  trail race,"23 (19 M, 4 F)",8:35:23 h,,
52,6:15:08 h,"Faulkner, Declan",Omagh Harriers,GBR,1971,M,50,M40,6,8.157,6:01:00 h,281605,Wicklow Way 51 km Ultra (IRL),23.03.2013,51km  trail race,"113 (100 M, 13 F)",4:14:55 h,,
382,16:13:53 h,,Omagh Harriers,GBR,1971,M,355,M40,60,5.298,15:44:17 h,281605,7ème Courmayeur-Champex-Chamonix (CCC) (ITA),31.08.-01.09.2012,86km  trail race,"1585 (1398 M, 187 F)",8:57:04 h,"Faulkner, Declan",
31,10:33:42 h,"Faulkner, Declan",,GBR,1971,M,27,M40,7,8.048,10:14:27 h,281605,3rd Mourne Way Ultra Marathon (GBR),09.06.2012,85km  trail race,"71 (62 M, 9 F)",8:16:23 h,,
11,13:22:31 h,"Faulkner, Declan",,GBR,1971,M,8,M40,4,7.476,12:58:08 h,281605,1st Causeway Crossing 100 km (GBR),31.03.2012,100km  trail race,"16 (13 M, 3 F)",10:04:22 h,,
67,10:22:00 h,"Faulkner, Declan",,GBR,1971,M,60,M40,9,6.210,10:03:06 h,281605,2nd Ultra Brecon 40 - Winter (GBR),03.12.2011,40mi  trail race,"111 (91 M, 20 F)",6:16:00 h,,
64,7:44:26 h,,NYF,USA,1951,M,56,M50,9,7.751,6:54:23 h,466972,NYRR Knickerbocker 60K (USA),30.11.2002,60km  road race,"76 (65 M, 11 F)",4:26:30 h,"Squire, Anthony",
35,9:37:32 h,"Buchan, Helen",Calder Valley Fell Run...,GBR,,F,5,#NA,9,7.524,9:37:32 h,1468579,Pendle Way In A Day  45mi (GBR),03.02.2024,45mi  trail race,"133 (106 M, 27 F)",7:12:18 h,,
107,10:04:22 h,"Buchan, Helen",Calder Valley,GBR,,F,15,#NA,34,5.912,10:04:22 h,1468579,Old County Tops Fell Race (GBR),20.05.2017,37mi  trail race,"176 (150 M, 26 F)",6:38:03 h,,
8,4:23:51 h,"Cox, Alistair",,GBR,1978,M,8,M45,2,11.143,4:05:41 h,1079074,3rd Shale Trail Run (GBR),10.12.2023,49km  trail race,"55 (41 M, 14 F)",3:50:23 h,,
9,4:20:57 h,"Cox, Alistair",*Lanark,GBR,1978,M,9,M40,5,11.267,4:05:01 h,1079074,2nd Shale Trail Run (GBR),11.12.2022,49km  trail race,"43 (28 M, 15 F)",3:39:27 h,,
8,5:02:15 h,"Cox, Alistair",Tinto Hill Runners,GBR,1978,M,8,M40,2,10.223,4:48:30 h,1079074,10th Kintyre Way Ultra-32 (GBR),08.05.2021,32mi  trail race,"74 (46 M, 28 F)",4:15:36 h,,
7,5:02:58 h,"Cox, Alistair",Tinto Hill Runners,GBR,1978,M,7,M40,2,10.199,4:51:33 h,1079074,9th Kintyre Way Ultra-32 (GBR),29.08.2020,32mi  trail race,"81 (52 M, 29 F)",4:02:36 h,,
13,5:55:09 h,"Cox, Alistair",Tinto Hill Runners,GBR,1978,M,12,M35,3,9.652,5:46:42 h,1079074,7th Kintyre Way Ultra-35 (GBR),05.05.2018,35.5mi  trail race,"73 (56 M, 17 F)",4:49:00 h,,
21,5:54:03 h,"Cox, Alistair",Tinto Hill Runners,GBR,1978,M,17,M35,2,9.546,5:49:27 h,1079074,Tiree Ultramarathon (GBR),11.09.2016,35mi  trail race,"147 (75 M, 72 F)",4:35:40 h,,
35,2d 16:04:45 h,"Wolstencroft, Philip",,GBR,1963,M,29,M55,4,6.242,2d 04:11:10 h,141078,Cape Wrath Ultra (GBR),21.-28.05.2023,400km/8stages  stage race,"88 (66 M, 22 F)",45:28:48 h,,
31,14:30:48 h,,*Lilley,GBR,1963,M,27,M55,2,4.823,11:55:59 h,141078,8ème Le Nendaz Trail (SUI),27.08.2022,70km  trail race,"36 (30 M, 6 F)",7:57:57 h,"Wolstencroft, Philip",
60,33:33:07 h,,Ampthill & Flitwick Fl...,GBR,1963,M,55,M55,3,3.875,28:22:18 h,141078,2nd Oman by UTMB 130 Km (OMA),28.-30.11.2019,130km  trail race,"168 (153 M, 15 F)",18:18:46 h,"Wolstencroft, Philip",
15,14:51:44 h,,Ampthill & Flitwick Fl...,GBR,1963,M,15,M50,3,7.401,12:47:53 h,141078,4th Ultimate Trails Challenge 110 km (GBR),01.-02.07.2017,110km  trail race,"203 (171 M, 32 F)",11:30:58 h,"Wolstencroft, Philip",
3,10:32:00 h,"Wolstencroft, Philip",,GBR,1963,M,3,M50,1,7.639,9:09:09 h,141078,4th Apocalypse 50 Mile (GBR),20.05.2017,50mi  trail race,"32 (26 M, 6 F)",9:52:00 h,,
1945,8:39:24 h,,*Lilley,GBR,1963,M,1820,M50,105,10.281,7:31:19 h,141078,91st Comrades Marathon - Down Run (RSA),29.05.2016,89km  road race,"14603 (11590 M, 3013 F)",5:18:19 h,"Wolstencroft, Philip",
26,11:52:23 h,"Wolstencroft, Philip",Ampthill and Flitwick ...,GBR,1963,M,23,M50,3,5.475,10:24:33 h,141078,2ème Le Nendaz Trail (SUI),29.08.2015,65km  trail race,"47 (43 M, 4 F)",8:54:32 h,,
121,11:36:52 h,"Wolstencroft, Philip",Ampthill & Flitwick Fl...,GBR,1963,M,110,M50,8,6.928,10:10:57 h,141078,Lakeland 50 Mile (GBR),24.-25.07.2015,50mi  trail race,"585 (440 M, 145 F)",8:04:24 h,,
28,7:28:07 h,"Wolstencroft, Philip",Ampthill & Flitwick Fl...,GBR,1963,M,23,M50,3,10.774,6:36:22 h,141078,GB Ultra Thames Trot (GBR),07.02.2015,50mi  trail race,"259 (213 M, 46 F)",5:48:42 h,,
305,35:16:41 h,,Ampthill & Flitwick Fl...,GBR,1963,M,287,M50,24,4.762,31:12:13 h,141078,12ème Ultra Trail Tour du Mont Blanc (UTMB) (FRA),29.-31.08.2014,168km  trail race,"1581 (1466 M, 115 F)",20:11:44 h,"Wolstencroft, Philip",
8,24:51:37 h,"Wolstencroft, Philip",,GBR,1963,M,7,M50,1,4.022,21:59:21 h,141078,10 Peaks The Lakes - Xtrem Trail (GBR),28.-29.06.2014,100km  trail race,"14 (11 M, 3 F)",18:26:43 h,,
38,10:14:42 h,"Wolstencroft, Philip",,GBR,1963,M,33,M50,5,8.640,9:08:27 h,141078,Hardmoors 55 (GBR),22.03.2014,55mi  trail race,"170 (144 M, 26 F)",8:09:27 h,,
3,33:23:00 h,"Wolstencroft, Philip",,GBR,1963,M,3,M50,1,5.206,29:47:05 h,141078,Spine Challenger (GBR),11.-13.01.2014,108mi  trail race,"19 (18 M, 1 F)",29:01:00 h,,
15,16:11:08 h,"Wolstencroft, Philip",,GBR,1963,M,14,M50,1,4.510,14:26:27 h,141078,10 Peaks The Lakes - Long Trail (GBR),29.-30.06.2013,73km  trail race,"73 (64 M, 9 F)",13:02:47 h,,
33,7:17:50 h,"Wolstencroft, Philip",,GBR,1963,M,31,M45,7,8.822,6:34:03 h,141078,26th High Peak 40 Mile Challenge (GBR),15.09.2012,40mi  trail race,"162 (135 M, 27 F)",5:40:20 h,,
53,21:39:24 h,,,GBR,1963,M,52,M45,13,5.079,19:29:28 h,141078,4ème Trail Verbier St Bernard - La Boucle (SUI),07.-08.07.2012,110km  trail race,"172 (158 M, 14 F)",14:05:37 h,"Wolstencroft, Philip",
6,11:04:58 h,,,GBR,1963,M,6,M45,1,9.023,10:03:40 h,141078,Norfolk Ultra 62 Miles (GBR),08.10.2011,100km  trail race,"38 (32 M, 6 F)",9:13:12 h,"Wolstencroft, Philip",
317,38:10:49 h,,*Null,GBR,1963,M,298,M45,51,4.348,34:39:37 h,141078,9ème Ultra Trail Tour du Mont Blanc (UTMB) (FRA),26.-28.08.2011,166km  trail race,"1133 (1061 M, 72 F)",20:36:43 h,"Wolstencroft, Philip",
27,5:43:22 h,"Wolstencroft, Philip",,GBR,1963,M,25,M45,2,8.437,5:14:24 h,141078,1st Black Mountains Ultra Run (GBR),23.10.2010,30mi  trail race,"84 (68 M, 16 F)",4:24:33 h,,
111,26:32:40 h,,*Null,GBR,1963,M,99,M45,27,4.144,24:18:15 h,141078,2ème Trail Verbier St Bernard - La Boucle (SUI),03.-04.07.2010,110km  trail race,"159 (143 M, 16 F)",15:04:17 h,"Wolstencroft, Philip",
163,42:32:18 h,,Carpe Diem,DEN,1985,F,30,W30,6,5.807,42:32:18 h,849832,13. Goretex TransAlpine-Run (GER),02.-09.09.2017,247km/7stages  stage race,"431 (330 M, 101 F)",28:37:48 h,"Schou Madsen, Kristina",
35,6:50:53 h,"Schou Madsen, Kristina",Kolding Motion,DEN,1985,F,6,W23,4,6.717,6:50:53 h,849832,4ème Trail du Galibier (FRA),21.08.2016,46km  trail race,"115 (99 M, 16 F)",4:53:47 h,,
183,10:30:39 h,"Thompson, Honor",Skelmersdale Boundary ...,GBR,,F,27,#NA,56,5.665,10:30:39 h,1129030,Old County Tops Fell Race (GBR),18.05.2019,37mi  trail race,"246 (201 M, 45 F)",6:58:08 h,,
110,11:09:47 h,"Thompson, Honor",Skelmersdale Boundary ...,GBR,,F,17,#NA,9,7.208,11:09:47 h,1129030,Lakeland 50 Mile (GBR),28.-29.07.2018,50mi  trail race,"756 (513 M, 243 F)",7:36:11 h,,
14,7:37:08 h,"Thompson, Honor",Skelmersdale Boundary ...,GBR,,F,4,#NA,2,7.816,7:37:08 h,1129030,Pennine 39 (GBR),07.07.2018,37mi  trail race,"45 (30 M, 15 F)",5:23:44 h,,
57,8:46:00 h,"Thompson, Honor",,GBR,,F,7,#NA,7,6.058,8:46:00 h,1129030,1st Lakeland Five Passes Ultra (GBR),16.06.2018,33mi  trail race,"136 (94 M, 42 F)",6:08:00 h,,
197,11:27:16 h,"Thompson, Honor",Skelmersdale,GBR,,F,34,#NA,76,5.198,11:27:16 h,1129030,Old County Tops Fell Race (GBR),19.05.2018,37mi  trail race,"208 (173 M, 35 F)",6:21:00 h,,
141,10:35:10 h,"Thompson, Honor",Skelmersdale Boundary ...,GBR,,F,18,#NA,45,5.625,10:35:10 h,1129030,Old County Tops Fell Race (GBR),20.05.2017,37mi  trail race,"176 (150 M, 26 F)",6:38:03 h,,
33,3d 15:38:22 h,"de Grandis, Carmine",,ITA,1971,M,27,M50,9,2.938,3d 04:50:01 h,234418,3rd Winter Spine Challenger North (GBR),15.-19.01.2024,160mi  trail race,"55 (44 M, 11 F)",44:37:20 h,,
19,13:10:00 h,"de Grandis, Carmine",,ITA,1971,M,14,M50,1,7.063,11:32:36 h,234418,7th Peak District South & North Ultra 93km (GBR),18.-19.11.2023,93km  trail race,"53 (32 M, 21 F)",10:12:31 h,,
21,12:14:02 h,"de Grandis, Carmine",,ITA,1971,M,17,M50,2,4.659,10:49:16 h,234418,7th Lakes Sky Ultra (GBR),09.07.2022,57km  trail race,"29 (21 M, 8 F)",8:04:56 h,,
